strain	taxonomyId	accession	isRef	level	chromosomeCount	length	scaffoldCount	scaffoldN50	scaffoldL50	coverage	gcPercent	annotationStatus	pairedAccession	species	speciesTaxonomyId	lineageTaxonomyIds	taxonomicGroup	tolId	taxonomicLevelDomain	taxonomicLevelRealm	taxonomicLevelKingdom	taxonomicLevelPhylum	taxonomicLevelClass	taxonomicLevelOrder	taxonomicLevelFamily	taxonomicLevelGenus	taxonomicLevelSpecies	taxonomicLevelDomainId	taxonomicLevelRealmId	taxonomicLevelKingdomId	taxonomicLevelPhylumId	taxonomicLevelClassId	taxonomicLevelOrderId	taxonomicLevelFamilyId	taxonomicLevelGenusId	taxonomicLevelSpeciesId	commonName	ucscBrowser	geneModelUrl
	223862	GCA_963514005.1	True	Chromosome	49.0	2700450552	1646	68366687	13	33	45.0			Raja brachyura	223862	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,7777,7778,117893,7858,30475,7780,223862	Chondrichthyes	s	Eukaryota		Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja brachyura	2759		33208	7711	7777	7858	30475	7780	223862			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/514/005/GCA_963514005.1/genes/GCA_963514005.1_sRajBra1.1.augustus.gtf.gz
	48171	GCA_963514085.1	True	Chromosome	24.0	717403240	362	30303911	12	27	42.5			Chelon labrosus	48171	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489908,1489919,41872,8189,48170,48171	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Mugiliformes	Mugilidae	Chelon	Chelon labrosus	2759		33208	7711	186623	41872	8189	48170	48171			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/514/085/GCA_963514085.1/genes/GCA_963514085.1_fCheLab1.1.augustus.gtf.gz
	426098	GCA_963514095.1	True	Chromosome	24.0	680467048	318	29198404	11	34	43.0			Eutrigla gurnardus	426098	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489922,8111,1489945,27774,426097,426098	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Perciformes	Triglidae	Eutrigla	Eutrigla gurnardus	2759		33208	7711	186623	8111	27774	426097	426098			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/514/095/GCA_963514095.1/genes/GCA_963514095.1_fEutGur1.1.augustus.gtf.gz
	641091	GCA_963675345.1	True	Chromosome	23.0	906920133	191	38013173	11	27	38.0			Trididemnum clinides	641091	1,131567,2759,33154,33208,6072,33213,33511,7711,7712,7713,32436,107393,322846,641091	Tunicata	k	Eukaryota		Metazoa	Chordata	Ascidiacea	Aplousobranchia	Didemnidae	Trididemnum	Trididemnum clinides	2759		33208	7711	7713	32436	107393	322846	641091			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/675/345/GCA_963675345.1/genes/GCA_963675345.1_kaTriClin1.1.augustus.gtf.gz
	94984	GCA_963691815.1	True	Chromosome	25.0	800381326	132	33039917	11	34	42.0			Echiichthys vipera	94984	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489922,8111,8112,56735,94983,94984	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Perciformes	Trachinidae	Echiichthys	Echiichthys vipera	2759		33208	7711	186623	8111	56735	94983	94984			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/691/815/GCA_963691815.1/genes/GCA_963691815.1_fEchVip8.1.augustus.gtf.gz
	59473	GCA_963693515.1	True	Chromosome	23.0	1804478338	153	97242187	6	42	42.5			Pipistrellus nathusii	59473	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,9397,30560,9431,27671,59473	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	Pipistrellus nathusii	2759		33208	7711	40674	9397	9431	27671	59473			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/693/515/GCA_963693515.1/genes/GCA_963693515.1_mPipNat.pri.ncbiGene.gtf.gz
	52904	GCA_963854745.1	False	Chromosome	22.0	550279360	107	26138615	10	41	43.5			Scophthalmus maximus	52904	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489904,8252,30942,52902,52903,52904	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Scophthalmus maximus	2759		33208	7711	186623	8252	52902	52903	52904			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/854/745/GCA_963854745.1/genes/GCA_963854745.1_fScoMax1.1.augustus.gtf.gz
	9823	GCA_963921485.1	False	Chromosome	20.0	2633787619	53	142074565	8	44	42.5			Sus scrofa	9823	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,91561,35497,9821,9822,9823	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	2759		33208	7711	40674	91561	9821	9822	9823	wild boar		https://hgdownload.soe.ucsc.edu/hubs/GCA/963/921/485/GCA_963921485.1/genes/GCA_963921485.1_norwegian_landrace.augustus.gtf.gz
	473322	GCA_963921795.1	True	Chromosome	24.0	1658830932	672	66219085	12	31	42.5			Nannobrachium achirus	473322	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123354,68514,68515,153158,473322	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Myctophiformes	Myctophidae	Nannobrachium	Nannobrachium achirus	2759		33208	7711	186623	68514	68515	153158	473322			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/921/795/GCA_963921795.1/genes/GCA_963921795.1_fNanAch1.1.augustus.gtf.gz
	443714	GCA_963924005.1	True	Chromosome	24.0	1148206488	950	45973806	12	40	42.5			Protomyctophum bolini	443714	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123354,68514,68515,91655,443714	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Myctophiformes	Myctophidae	Protomyctophum	Protomyctophum bolini	2759		33208	7711	186623	68514	68515	91655	443714			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/924/005/GCA_963924005.1/genes/GCA_963924005.1_fProBol1.1.augustus.gtf.gz
	201961	GCA_963924565.1	True	Chromosome	9.0	308535308	74	34997643	4	61	37.0			Ascidiella aspersa	201961	1,131567,2759,33154,33208,6072,33213,33511,7711,7712,7713,7716,30274,201960,201961	Tunicata	k	Eukaryota		Metazoa	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidiella	Ascidiella aspersa	2759		33208	7711	7713	7716	30274	201960	201961			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/924/565/GCA_963924565.1/genes/GCA_963924565.1_kaAscAspe10.1.augustus.gtf.gz
	13151	GCA_963924665.1	True	Chromosome	34.0	2651771171	893	59776753	14	28	40.0			Micromys minutus	13151	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,314147,9989,1963758,337687,10066,39107,13150,13151	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Rodentia	Muridae	Micromys	Micromys minutus	2759		33208	7711	40674	9989	10066	13150	13151	Eurasian harvest mouse		https://hgdownload.soe.ucsc.edu/hubs/GCA/963/924/665/GCA_963924665.1/genes/GCA_963924665.1_mMicMin1.1.augustus.gtf.gz
	8915	GCA_963932225.1	True	Chromosome	32.0	1324269790	1366	86500895	5	30	44.5			Larus fuscus	8915	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,3078114,8906,8910,8911,8915	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Charadriiformes	Laridae	Larus	Larus fuscus	2759		33208	7711	8782	8906	8910	8911	8915	lesser black-backed gull		https://hgdownload.soe.ucsc.edu/hubs/GCA/963/932/225/GCA_963932225.1/genes/GCA_963932225.1_bLarFus1.1.augustus.gtf.gz
	454631	GCA_963969265.1	False	Chromosome	22.0	921167628	81	39959964	10	64	41.0			Rhamphochromis sp. 'chilingali'	454631	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489908,1489910,1489911,8113,319095,318546,319058,28824,2631371,454631	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Rhamphochromis	Rhamphochromis sp. 'chilingali'	2759		33208	7711	186623	1489911	8113	28824	454631			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/969/265/GCA_963969265.1/genes/GCA_963969265.1_fRhaChi2.1.augustus.gtf.gz
	948063	GCA_963971535.1	True	Chromosome	20.0	3427786127	5982	155911686	8	48	44.5			Notolepis coatsorum	948063	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,1489829,68510,143312,172138,948062,948063	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Aulopiformes	Paralepididae	Notolepis	Notolepis coatsorum	2759		33208	7711	186623	68510	172138	948062	948063			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/971/535/GCA_963971535.1/genes/GCA_963971535.1_fNotCoa1.1.augustus.gtf.gz
	443705	GCA_963989245.1	True	Chromosome	20.0	1085777971	1176	66745282	7	39	45.0			Nansenia antarctica	443705	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,41705,134613,170197,170198,443705	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Argentiniformes	Microstomatidae	Nansenia	Nansenia antarctica	2759		33208	7711	186623	134613	170197	170198	443705			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/989/245/GCA_963989245.1/genes/GCA_963989245.1_fNanAnt1.1.augustus.gtf.gz
	197941	GCA_963989345.1	True	Chromosome	41.0	1206087415	271	78069974	5	43	42.5			Clangula hyemalis	197941	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,1549675,8826,8830,2068716,197940,197941	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Anseriformes	Anatidae	Clangula	Clangula hyemalis	2759		33208	7711	8782	8826	8830	197940	197941			https://hgdownload.soe.ucsc.edu/hubs/GCA/963/989/345/GCA_963989345.1/genes/GCA_963989345.1_bClaHye2.1.augustus.gtf.gz
	38527	GCA_963993115.1	False	Chromosome	25.0	1108201685	207	42794514	11	44	38.5			Abramis brama	38527	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,186634,32519,186626,186627,7952,30727,2743726,2743728,38526,38527	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Abramis brama	2759		33208	7711	186623	7952	2743726	38526	38527	bream		https://hgdownload.soe.ucsc.edu/hubs/GCA/963/993/115/GCA_963993115.1/genes/GCA_963993115.1_fAbrBra2.1.augustus.gtf.gz
	81636	GCA_964030765.1	True	Chromosome	25.0	520620001	3831	19932791	12	41	46.0			Micromesistius poutassou	81636	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,1489838,1489841,1489843,8043,1489845,8045,81635,81636	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Micromesistius	Micromesistius poutassou	2759		33208	7711	186623	8043	8045	81635	81636	poutassou		https://hgdownload.soe.ucsc.edu/hubs/GCA/964/030/765/GCA_964030765.1/genes/GCA_964030765.1_fMicPou1.1.augustus.gtf.gz
	132585	GCA_964034855.1	True	Chromosome	41.0	1287320976	714	79251119	5	38	43.5			Anser brachyrhynchus	132585	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,1549675,8826,8830,2068722,8842,132585	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anser	Anser brachyrhynchus	2759		33208	7711	8782	8826	8830	8842	132585			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/034/855/GCA_964034855.1/genes/GCA_964034855.1_bAnsBra1.1.augustus.gtf.gz
	30387	GCA_964035555.1	True	Chromosome	42.0	1166961997	140	77261329	5	30	42.0			Netta rufina	30387	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,1549675,8826,8830,2068721,30386,30387	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Anseriformes	Anatidae	Netta	Netta rufina	2759		33208	7711	8782	8826	8830	30386	30387			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/035/555/GCA_964035555.1/genes/GCA_964035555.1_bNetRuf1.1.augustus.gtf.gz
	31919	GCA_964059295.1	False	Scaffold		1198356613	811	63779631	7	45	43.5			Numenius arquata	31919	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,3078114,8906,8917,32638,31919	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Numenius	Numenius arquata	2759		33208	7711	8782	8906	8917	32638	31919			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/059/295/GCA_964059295.1/genes/GCA_964059295.1_bNumArq3.hap2.1.augustus.gtf.gz
	107022	GCA_964059595.1	True	Chromosome	40.0	1190922165	537	66356865	7	45	42.0			Bucephala clangula	107022	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,1549675,8826,8830,2068716,40832,107022	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Anseriformes	Anatidae	Bucephala	Bucephala clangula	2759		33208	7711	8782	8826	8830	40832	107022			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/059/595/GCA_964059595.1/genes/GCA_964059595.1_bBucCla1.1.augustus.gtf.gz
	109479	GCA_964094495.2	True	Chromosome	23.0	2081182114	525	99827109	7	46	43.0			Myotis mystacinus	109479	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,9397,30560,9431,9434,109479	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis mystacinus	2759		33208	7711	40674	9397	9431	9434	109479			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/094/495/GCA_964094495.2/genes/GCA_964094495.2_mMyoMys1.hap1.1.augustus.gtf.gz
	452646	GCA_964106205.1	False	Chromosome	15.0	2662777898	351	217713070	6	44	42.5			Neogale vison	452646	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,33554,379584,3072906,9655,169418,2902005,452646	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Neogale	Neogale vison	2759		33208	7711	40674	33554	9655	2902005	452646	mink		https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/205/GCA_964106205.1/genes/GCA_964106205.1_mNeoVis2.hap2.1.augustus.gtf.gz
	452646	GCA_964106545.1	False	Chromosome	15.0	2697130894	434	221119109	6	44	42.5			Neogale vison	452646	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,33554,379584,3072906,9655,169418,2902005,452646	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Neogale	Neogale vison	2759		33208	7711	40674	33554	9655	2902005	452646	mink		https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/545/GCA_964106545.1/genes/GCA_964106545.1_mNeoVis2.hap1.1.augustus.gtf.gz
	74359	GCA_964106635.2	True	Chromosome	18.0	1417079496	183	92418909	7	23	44.0			Podarcis pityusensis	74359	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329976,1329975,8522,162266,42163,74359	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Lacertidae	Podarcis	Podarcis pityusensis	2759		33208	7711	8504	8509	8522	42163	74359			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/635/GCA_964106635.2/genes/GCA_964106635.2_rPodPit1.hap2.2.augustus.gtf.gz
	74359	GCA_964106645.2	False	Chromosome	20.0	1515356318	335	91584625	7	23	44.0			Podarcis pityusensis	74359	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329976,1329975,8522,162266,42163,74359	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Lacertidae	Podarcis	Podarcis pityusensis	2759		33208	7711	8504	8509	8522	42163	74359			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/645/GCA_964106645.2/genes/GCA_964106645.2_rPodPit1.hap1.2.augustus.gtf.gz
	90521	GCA_964106785.1	False	Chromosome	18.0	1422314362	127	91280916	7	44	44.0			Podarcis gaigeae	90521	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329976,1329975,8522,162266,42163,90521	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Lacertidae	Podarcis	Podarcis gaigeae	2759		33208	7711	8504	8509	8522	42163	90521			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/785/GCA_964106785.1/genes/GCA_964106785.1_rPodGai1.hap2.1.augustus.gtf.gz
	9627	GCA_964106825.2	False	Chromosome	17.0	2411710590	460	139235879	8	28	41.5			Vulpes vulpes	9627	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,33554,379584,9608,9625,9627	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	2759		33208	7711	40674	33554	9608	9625	9627	silver fox		https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/825/GCA_964106825.2/genes/GCA_964106825.2_mVulVul1.hap1.2.augustus.gtf.gz
	40816	GCA_964106855.1	True	Chromosome	40.0	1352263658	753	83713171	5	48	44.0			Grus grus	40816	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,3078114,9108,9109,9114,40816	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Gruiformes	Gruidae	Grus	Grus grus	2759		33208	7711	8782	9108	9109	9114	40816			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/855/GCA_964106855.1/genes/GCA_964106855.1_bGruGru1.hap1.1.augustus.gtf.gz
	31919	GCA_964106895.1	True	Chromosome	41.0	1348859203	1818	63363742	8	45	44.0		GCF_964106895.1	Numenius arquata	31919	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,3078114,8906,8917,32638,31919	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Numenius	Numenius arquata	2759		33208	7711	8782	8906	8917	32638	31919			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/895/GCA_964106895.1/genes/GCA_964106895.1_bNumArq3.hap1.1.augustus.gtf.gz
	90521	GCA_964106915.2	True	Chromosome	20.0	1514623329	210	91932266	7	44	44.0			Podarcis gaigeae	90521	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329976,1329975,8522,162266,42163,90521	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Lacertidae	Podarcis	Podarcis gaigeae	2759		33208	7711	8504	8509	8522	42163	90521			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/915/GCA_964106915.2/genes/GCA_964106915.2_rPodGai1.hap1.2.augustus.gtf.gz
	9627	GCA_964106925.2	False	Chromosome	17.0	2398532178	350	139452099	8	28	41.5			Vulpes vulpes	9627	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,33554,379584,9608,9625,9627	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	2759		33208	7711	40674	33554	9608	9625	9627	silver fox		https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/925/GCA_964106925.2/genes/GCA_964106925.2_mVulVul1.hap2.2.augustus.gtf.gz
	9433	GCA_964145185.2	False	Scaffold		1699631453	168	87054363	7	37	42.5			Miniopterus schreibersii	9433	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,9397,30560,981671,9432,9433	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Chiroptera	Miniopteridae	Miniopterus	Miniopterus schreibersii	2759		33208	7711	40674	9397	981671	9432	9433	Schreibers's long-fingered bat		https://hgdownload.soe.ucsc.edu/hubs/GCA/964/145/185/GCA_964145185.2/genes/GCA_964145185.2_mMinSch1.hap2.2.augustus.gtf.gz
	9433	GCA_964146895.2	True	Chromosome	24.0	1850573702	185	87795433	8	37	42.5			Miniopterus schreibersii	9433	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,9397,30560,981671,9432,9433	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Chiroptera	Miniopteridae	Miniopterus	Miniopterus schreibersii	2759		33208	7711	40674	9397	981671	9432	9433	Schreibers's long-fingered bat		https://hgdownload.soe.ucsc.edu/hubs/GCA/964/146/895/GCA_964146895.2/genes/GCA_964146895.2_mMinSch1.hap1.2.augustus.gtf.gz
	48745	GCA_964148845.1	True	Chromosome	20.0	2732770104	1152	109547138	9	57	42.0			Mesoplodon bidens	48745	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,91561,2653789,9721,9722,9756,9757,48745	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Artiodactyla	Ziphiidae	Mesoplodon	Mesoplodon bidens	2759		33208	7711	40674	91561	9756	9757	48745			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/148/845/GCA_964148845.1/genes/GCA_964148845.1_mMesBid2.hap2.1.augustus.gtf.gz
	48745	GCA_964165515.1	False	Chromosome	22.0	2999082157	1601	107252728	10	57	42.0			Mesoplodon bidens	48745	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,91561,2653789,9721,9722,9756,9757,48745	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Artiodactyla	Ziphiidae	Mesoplodon	Mesoplodon bidens	2759		33208	7711	40674	91561	9756	9757	48745			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/165/515/GCA_964165515.1/genes/GCA_964165515.1_mMesBid2.hap1.1.augustus.gtf.gz
	7769	GCA_964187855.1	False	Chromosome	14.0	3057504053	4003	192170830	6	30	44.5			Myxine glutinosa	7769	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,1476529,117565,7761,7762,110551,110555,7769	Cyclostomata	k	Eukaryota		Metazoa	Chordata	Myxini	Myxiniformes	Myxinidae	Myxine	Myxine glutinosa	2759		33208	7711	117565	7761	7762	110555	7769	hagfish		https://hgdownload.soe.ucsc.edu/hubs/GCA/964/187/855/GCA_964187855.1/genes/GCA_964187855.1_kmMyxGlut1.1.augustus.gtf.gz
	7740	GCA_964187965.1	False	Chromosome	19.0	468402880	121	24105225	8	75	41.5			Branchiostoma lanceolatum	7740	1,131567,2759,33154,33208,6072,33213,33511,7711,7735,2682552,2682553,7736,7737,7740	Leptocardii	k	Eukaryota		Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma	Branchiostoma lanceolatum	2759		33208	7711	2682552	2682553	7736	7737	7740	common lancelet		https://hgdownload.soe.ucsc.edu/hubs/GCA/964/187/965/GCA_964187965.1/genes/GCA_964187965.1_klBraLanc2.hap1.1.augustus.gtf.gz
	65484	GCA_964188175.1	True	Chromosome	20.0	1571364497	293	94541350	7	45	44.5			Podarcis siculus	65484	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329976,1329975,8522,162266,42163,65484	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Lacertidae	Podarcis	Podarcis siculus	2759		33208	7711	8504	8509	8522	42163	65484			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/188/175/GCA_964188175.1/genes/GCA_964188175.1_rPodSic1.hap1.1.augustus.gtf.gz
	90520	GCA_964188305.1	True	Chromosome	20.0	1615189422	506	94948854	8	30	44.5			Podarcis bocagei	90520	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329976,1329975,8522,162266,42163,90520	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Lacertidae	Podarcis	Podarcis bocagei	2759		33208	7711	8504	8509	8522	42163	90520			https://hgdownload.soe.ucsc.edu/hubs/GCA/964/188/305/GCA_964188305.1/genes/GCA_964188305.1_rPodBoc1.hap1.1.augustus.gtf.gz
	64176	GCA_964188315.1	False	Chromosome	20.0	1522624192	184	91987695	7	46	44.0			Podarcis muralis	64176	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329976,1329975,8522,162266,42163,64176	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Lacertidae	Podarcis	Podarcis muralis	2759		33208	7711	8504	8509	8522	42163	64176	Mauereidechse		https://hgdownload.soe.ucsc.edu/hubs/GCA/964/188/315/GCA_964188315.1/genes/GCA_964188315.1_rPodMur119.hap1.1.augustus.gtf.gz
